570: 1, 1, # 2; streakc
460: 1, 3, 1, 9, 1, 18, 1, 30, 17, 23, 46, 23, 46, 32, 57, 34, # 16; skimmer
535: 3, 1, 28, 1, 31, 1, 55, 1, 66, 1 97, 1, 123, 1, 118, 1, # 15; slamvan
458: 25, 19 , 36, 13 , 20, 19 , 13, 19 , 43, 19 , 40, 24 , 4, 33 , 30, 24 , 75, 72, # 18; solair
469: 1, 3, # 2; sparrow
452: 1, 3, 1, 5, 1, 16, 1, 22, 1, 35, 1, 44, 1, 53, 1, 57, # 16; speeder
580: 11, 24 , 19, 24 , 13, 24 , 36, 24 , 59, 54 , 53, 54 , 86, 39 , 3, 26 , 82, 26, # 18; stafford
439: 57, 8, 8, 17, 43, 21, 54, 38, 67, 8, 37, 78, 65, 79, 25, 78, # 16; stallion
561: 57, 8, 8, 17, 43, 21, 54, 38, 67, 8, 37, 78, 65, 79, 25, 78, # 16; stratum
409: 0, 0, # 2; stretch
513: 38, 51, 21, 36, 21, 34, 30, 34, 54, 34, 55, 20, 48, 18, 51, 6, # 16; stunt
560: 52, 39, 9, 39, 17, 1, 21, 1, 33, 0, 37, 0, 41, 29, 56, 29, # 16; sultan
550: 83, 1, 87, 1, 92, 1, 95, 1, 109, 1, 119, 45, 11, 1, # 14; sunrise
506: 3, 3, 6, 6, 7, 7, 52, 52, 76, 76, # 10; supergt
601: 1, 1, # 2; swatvan
574: 26, 26, # 2; sweeper
566: 109, 1, 30, 8, 95, 1, 84, 8, 83, 1, 72, 8, 71, 1, 52, 8, # 16; tahoma
549: 8, 8, 1, 1, # 4; tampa
420: 6, 6, # 2; taxi
459: 26, 26, 28, 28, 44, 44, 51, 51, 57, 57, 72, 72, 106, 106, 112, 112, # 16; topfun
576: 67, 1, 68, 96, 72, 1, 74, 8, 75, 96, 76, 8, 79, 1, 84, 96, # 16; tornado
525: 1, 1, 17, 20, 18, 20, 22, 30, 36, 43, 44, 51, 52, 54, # 14; towtruck
531: 2, 35, 36, 2, 51, 53, 91, 2, 11, 22, 40, 35, # 12; tractor
449: 1, 74, # 2; tram
408: 26, 26, # 2; trash
454: 26, 26, # 2; tropic
583: 1, 1, # 2; tug
608: 1, 1, # 2; tugstair
451: 123, 123, 125, 125, 36, 36, 16, 16, 18, 18, 46, 46, 61, 61, 75, 75, # 16; turismo
558: 112, 1, 116, 1, 117, 1, 24, 1, 30, 1, 35, 1, 36, 1, 40, 1, # 16; uranus
552: 56, 56, 49, 49, 26, 124, # 6; utility
488: 2, 26, 2, 29, # 4; vcnmav
540: 3, 24 , 6, 8 , 79, 25 , 24, 8 , 25, 25 , 15, 15 , 8, 8 , 1, 1, # 16; vincent
491: 40, 65, 71, 72, 52, 66, 64, 72, 30, 72, 60, 72, # 12; virgo
412: 9, 1, 10, 8, 11, 1, 25, 8, 27, 1, 29, 8, 30, 1, 37, 8, # 16; voodoo
539: 96, 67, 86, 70, 79, 74, 70, 86, 61, 98, 75, 75, 75, 91, # 14; vortex
478: 72, 1, 66, 1, 59, 1, 45, 1, 40, 1, 39, 1, 35, 1, 20, 1, # 16; walton
421: 0, 36 , 25, 25 , 36, 25 , 0, 0 , 101, 101 , 75, 75 , 54, 101 , 40, 40 , 101, 75, # 18; washing
586: 41, 41, 61, 61, # 4; wayfarer
529: 37, 37, 42, 42, 53, 53, 62, 62, 7, 7, 10, 10, 11, 11, 15, 15, # 16; willard
555: 51, 1, 58, 1, 60, 1, 68, 1, 2, 1, 13, 1, 22, 1, 36, 1, # 16; windsor
456: 84, 63, 91, 63, 102, 65, 105, 72, 110, 93, 121, 93, 12, 95, 23, 1, # 16; yankee
554: 53, 32, 15, 32, 45, 32, 34, 30, 65, 32, 14, 32, 12, 32, 43, 32, # 16; yosemite
477: 66, 1, 75, 1, 79, 77, 18, 1, 44, 1, 45, 45, 6, 1, 126, 1, # 16; zr350
